PhraseId,SentenceId,Phrase,Sentiment
44721,2169,"With a completely predictable plot , you 'll swear that you 've seen it all before , even if you 've never come within a mile of The Longest Yard .",Negative
44749,2170,Life on the rez is no picnic : this picture shows you why .,Positive
44763,2171,"As Allen 's execution date closes in , the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .",Positive
44792,2172,It is there to give them a good time .,Positive
44799,2173,"Sly , sophisticated and surprising .",Positive
44804,2174,"All the pieces fall together without much surprise , but little moments give it a boost .",Positive
44818,2175,Aimed squarely at the least demanding of demographic groups : very small children who will be delighted simply to spend more time with familiar cartoon characters .,Positive
44846,2176,"Like coming into a long-running , well-written television series where you 've missed the first half-dozen episodes and probably wo n't see the next six .",Negative
44873,2177,This is the case of a pregnant premise being wasted by a script that takes few chances and manages to insult the intelligence of everyone in the audience .,Negative
44899,2178,"In its understanding , often funny way , it tells a story whose restatement is validated by the changing composition of the nation .",Positive
44923,2179,The movie does has some entertainment value - how much depends on how well you like Chris Rock .,Positive
44938,2180,Speaks eloquently about the symbiotic relationship between art and life .,Positive
44950,2181,"Not everything in this ambitious comic escapade works , but Coppola , along with his sister , Sofia , is a real filmmaker .",Positive
44976,2182,Nothing more than a stifling morality tale dressed up in peekaboo clothing .,Negative
44990,2183,A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .,Negative
45011,2184,The movie does n't add anything fresh to the myth .,Negative
45019,2185,Upper West Sidey exercise in narcissism and self-congratulation disguised as a tribute .,Negative
45033,2186,The entire cast is extraordinarily good .,Positive
45040,2187,"Like shave ice without the topping , this cinematic snow cone is as innocuous as it is flavorless .",Positive
45062,2188,Um ... is n't that the basis for the entire plot ?,Negative
45074,2189,Cho 's timing is priceless .,Positive
45080,2190,Meyjes ... has done his homework and soaked up some jazzy new revisionist theories about the origins of Nazi politics and aesthetics .,Positive
45110,2191,"It 's a drawling , slobbering , lovable run-on sentence of a film , a Southern Gothic with the emotional arc of its raw blues soundtrack .",Positive
45141,2192,... a weak and ineffective ghost story without a conclusion or pay off .,Negative
45154,2193,Rabbit-Proof Fence will probably make you angry .,Positive
45163,2194,"Time stands still in more ways that one in Clockstoppers , a sci-fi thriller as lazy as it is interminable .",Negative
45183,2195,"It cooks Conduct in a low , smoky and inviting sizzle .",Positive
45197,2196,This is the first film I 've ever seen that had no obvious directing involved .,Positive
45209,2197,"... Ice Age treads predictably along familiar territory , making it a passable family film that wo n't win many fans over the age of 12 .",Positive
45234,2198,One of the very best movies ever made about the life of moviemaking .,Positive
45244,2199,A perfectly pleasant if slightly pokey comedy .,Positive
45252,2200,A flawed but engrossing thriller .,Positive
45257,2201,Both damning and damned compelling .,Positive
45263,2202,"The film sometimes flags ... but there is enough secondary action to keep things moving along at a brisk , amusing pace .",Positive
45286,2203,"... creates a visceral sense of its characters ' lives and conflicted emotions that carries it far above ... what could have been a melodramatic , Lifetime Channel-style anthology .",Positive
45317,2204,"To honestly address the flaws inherent in how medical aid is made available to American workers , a more balanced or fair portrayal of both sides will be needed .",Negative
45351,2205,"A charming , banter-filled comedy ... one of those airy cinematic bon bons whose aims -- and by extension , accomplishments -- seem deceptively slight on the surface .",Positive
45382,2206,"A delightful little film that revels in its own simplicity , Mostly Martha will leave you with a smile on your face and a grumble in your stomach .",Positive
45409,2207,It just did n't mean much to me and played too skewed to ever get a hold on -LRB- or be entertained by -RRB- .,Negative
45431,2208,"The Four Feathers has rewards , from the exoticism of its seas of sand to the fierce grandeur of its sweeping battle scenes .",Positive
45455,2209,A comedy that swings and jostles to the rhythms of life .,Positive
45466,2210,It 's never dull and always looks good .,Positive
45473,2211,"Unfunny and lacking any sense of commitment to or affection for its characters , the Reginald Hudlin comedy relies on toilet humor , ethnic slurs .",Negative
45499,2212,"Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .",Positive
45546,2213,Reggio and Glass put on an intoxicating show .,Positive
45554,2214,"likeable thanks to its cast , its cuisine and its quirky tunes .",Positive
45568,2215,"What with all the blanket statements and dime-store ruminations on vanity , the worries of the rich and sudden wisdom , the film becomes a sermon for most of its running time .",Negative
45600,2216,Breen 's script is sketchy with actorish notations on the margin of acting .,Negative
45615,2217,"Has its moments , but it 's pretty far from a treasure .",Positive
45627,2218,This loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses is a deeply unpleasant experience .,Negative
45647,2219,"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",Negative
45676,2220,"Witty , vibrant , and intelligent .",Positive
45681,2221,The best thing I can say about this film is that I ca n't wait to see what the director does next .,Positive
45700,2222,May puzzle his most ardent fans .,Negative
45708,2223,You can take the grandkids or the grandparents and never worry about anyone being bored ... audience is a sea of constant smiles and frequent laughter .,Positive
45739,2224,"Try this obscenely bad dark comedy , so crass that it makes Edward Burns ' Sidewalks of New York look like Oscar Wilde .",Negative
45762,2225,"The Tuxedo was n't just bad ; it was , as my friend David Cross would call it , ` Hungry-Man portions of bad ' .",Negative
45787,2226,"Human Nature , in short , is n't nearly as funny as it thinks it is ; neither is it as smart .",Negative
